epoch,total_loss,content_loss,style_loss,tv_loss,ssim,lpips_content,lpips_style,color_dist
1,3233508.3224524874,28.56862763504253,5.453489490753496e-05,32669951.517743703,0.22422459292505656,0.5670340554935502,0.5204716433735374,0.18783907074085693
2,2445736.834825193,24.610848035810523,2.9987861534077785e-05,33199979.705649607,0.26510880337546616,0.5334871185616914,0.5252529100263104,0.11674030081791784
